          22           8
          22          17
          22          30
          22          31
          23         -30
          23         -17
          23          -7
          23           7
          23          17
          23          30
          24         -30
          24         -29
          24         -16
          24          -6
          24          -5
          24           5
          24           6
          24          16
          24          29
          24          30
          25         -30
          25         -29
          25         -16
          25          -4
          25           4
          25          16
          25          29
          25          30
          26         -30
          26         -29
          26         -15
          26          -3
          26          -2
          26           2
          26           3
          26          15
          26          29
          26          30
          27         -30
          27         -29
          27         -14
          27          -1
          27           1
          27          14
          27          29
          27          30
          28         -29
          28         -28
          28         -13
          28          13
          28          28
          28          29
          29         -29
          29         -28
          29         -12
          29          12
          29          28
          29          29
          30         -28
          30         -27
          30         -11
          30         -10
          30          10
          30          11
          30          27
          30          28
          31         -28
          31         -27
          31         -26
          31         -10
          31          -9
          31           9
          31          10
          31          26
          31          27
          31          28
          32         -27
          32         -26
          32          -8
          32          -7
          32           7
          32           8
          32          26
          32          27
          33         -26
          33         -25
          33          -6
          33           6
          33          25
          33          26
          34         -25
          34         -24
          34          -4
          34          -3
          34           3
          34           4
          34          24
          34          25
          35         -24
          35         -23
          35          -2
          35          -1
          35           1
          35           2
          35          23
          35          24
          36         -23
          36         -22
          36         -21
          36          21
          36          22
          36          23
          37         -22
          37         -21
          37         -20
          37          20
          37          21
          37          22
          38         -20
          38         -19
          38         -18
          38          18
          38          19
          38          20
          39         -18
          39         -17
          39         -16
          39          16
          39          17
          39          18
          40         -16
          40         -15
          40         -14
          40          14
          40          15
          40          16
          41         -14
          41         -13
          41         -12
          41         -11
          41          11
          41          12
          41          13
          41          14
          42         -10
          42          -9
          42          -8
          42          -7
          42           7
          42           8
          42           9
          42          10
          43          -6
          43          -5
          43          -4
          43          -3
          43           3
          43           4
          43           5
          43           6
          44          -1
          44           0
          44           1
